"hourly_wage","age","occupation","race","education","sex","hispanic","marital_status","veteran_status","union","pension","citizenship_status","hours_weekly","state","total_income","employer_type","worker_status"
22,34,"Architecture And Engineering","White","Bachelor's degree","Male",0,"Single",0,"Yes",0,1,41,"Alaska",119300,"Private employer","Full-time"
31.67,30,"Protective Service","White","High school diploma or equivalent","Male",0,"Married",0,"Yes",1,1,37,"Alaska",70045,"Government employee","Full-time"
21.5,30,"Office And Administrative Support","White","Bachelor's degree","Female",1,"Married",0,"Yes",1,1,37,"Alaska",31050,"Government employee","Full-time"
17,23,"Food Preparation And Serving","White","High school diploma or equivalent","Male",0,"Single",0,"No",1,1,36,"Alaska",38600,"Private employer","Full-time"
22.5,23,"Office And Administrative Support","White","Some college, no degree","Female",0,"Single",0,"No",1,1,36,"Alaska",50010,"Private employer","Full-time"
9.5,16,"Food Preparation And Serving","Asian or Pacific Islander","High school or less","Male",0,"Single",NA,"No",0,1,10,"Alaska",1200,"Private employer","Part-time"
14,35,"Personal Care And Service","Black","Some college, no degree","Female",0,"Married",0,"No",1,1,25,"Alaska",9534,"Government employee","Part-time"
13.5,40,"Sales And Related","Asian or Pacific Islander","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,45,"Alaska",139000,"Private employer","Full-time"
14,35,"Sales And Related","Native American","High school diploma or equivalent","Female",0,"Single",0,"No",1,1,23,"Alaska",12500,"Private employer",NA
19.65,66,"Sales And Related","Native American","High school diploma or equivalent","Male",0,"Divorced",0,"No",1,1,40,"Alaska",47600,"Private employer","Part-time"
15,35,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",1,1,10,"Alaska",40651,"Private employer","Part-time"
27,36,"Computer And Mathematical","White","Some college, no degree","Male",0,"Married",0,"Yes",1,1,37,"Alaska",52500,"Government employee","Full-time"
9.8,36,"Food Preparation And Serving","Native American","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,24,"Arizona",38900,"Private employer","Part-time"
30,43,"Management, Business, Science, And Arts","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,36,"Arizona",60312,"Private employer","Full-time"
12,22,"Office And Administrative Support","White","Some college, no degree","Female",1,"Single",0,"No",0,1,20,"Arizona",24760,"Government employee",NA
15,69,"Sales And Related","White","High school or less","Female",1,"Widowed",0,"No",0,0,36,"Arizona",36700,"Private employer","Full-time"
12,51,"Personal Care And Service","White","High school diploma or equivalent","Female",1,"Widowed",0,"No",1,1,27,"Arizona",7000,"Private employer","Part-time"
15.5,25,"Community And Social Services","White","Bachelor's degree","Female",1,"Single",0,"No",1,1,40,"Arizona",25000,"Government employee","Full-time"
13,29,"Construction","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,40,"Arizona",36000,"Private employer","Full-time"
12.8,24,"Transportation And Material Moving","White","High school diploma or equivalent","Female",1,"Single",0,"No",1,1,40,"Arizona",20001,"Private employer","Full-time"
12.8,56,"Transportation And Material Moving","White","High school or less","Female",1,"Married",0,"No",0,1,40,"Arizona",19200,"Private employer","Full-time"
14.78,52,"Building And Grounds Cleaning And Maintenance","White","Bachelor's degree","Male",1,"Married",0,"No",1,1,40,"Arizona",16576,"Government employee","Full-time"
28.75,23,"Legal","White","Bachelor's degree","Male",1,"Single",0,"No",1,1,40,"Arizona",324,"Government employee","Full-time"
42.7,32,"Architecture And Engineering","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"Arizona",130588,"Private employer","Full-time"
16,29,"Office And Administrative Support","White","High school diploma or equivalent","Female",1,"Married",0,"No",0,1,40,"Arizona",30020,"Private employer","Part-time"
16,17,"Installation, Maintenance, And Repair","White","High school or less","Male",0,"Single",0,"No",0,1,20,"Arizona",11001,"Private employer","Part-time"
38.4,52,"Healthcare Practitioners And Technical","Asian or Pacific Islander","Bachelor's degree","Female",0,"Married",0,"No",1,0,40,"Arizona",63050,"Private employer","Full-time"
15,59,"Sales And Related","White","High school diploma or equivalent","Female",0,"Divorced",0,"No",1,1,25,"Arizona",125847,"Private employer","Part-time"
30,20,"Office And Administrative Support","White","Some college, no degree","Female",0,"Single",0,"No",1,1,40,"Arizona",80032,"Private employer","Full-time"
44.23,53,"Financial Specialists","White","Associate's degree","Male",1,"Single",1,"No",1,1,40,"Arizona",136031,"Private employer","Full-time"
15,51,NA,"White","High school diploma or equivalent","Male",0,"Divorced",0,"No",NA,1,40,"Arizona",0,"Private employer","Full-time"
12,50,"Building And Grounds Cleaning And Maintenance","White","High school diploma or equivalent","Female",0,"Divorced",0,"No",0,1,15,"Arizona",2200,"Government employee","Part-time"
25,63,"Management, Business, Science, And Arts","White","High school diploma or equivalent","Male",0,"Divorced",0,"No",0,1,50,"Arizona",62003,"Private employer","Full-time"
21,38,"Healthcare Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,40,"Arizona",50000,"Private employer","Full-time"
72.11,47,"Business Operations Specialists","White","Bachelor's degree","Male",0,"Married",0,"No",1,1,45,"Arizona",300611,"Private employer","Full-time"
17.3,23,"Education, Training, And Library","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Arizona",7800,"Private employer","Full-time"
16.5,67,"Personal Care And Service","White","Bachelor's degree","Male",0,"Divorced",0,"No",0,1,35,"Arizona",84920,"Private employer","Part-time"
19.25,52,"Office And Administrative Support","Black","Some college, no degree","Female",1,"Married",0,"No",1,1,40,"Arizona",38600,"Private employer","Part-time"
14.1,43,"Office And Administrative Support","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,40,"Arizona",33000,"Private employer","Full-time"
30,48,"Installation, Maintenance, And Repair","White","Associate's degree","Male",1,"Married",1,"No",1,1,40,"Arizona",96614,"Private employer","Full-time"
46,61,"Education, Training, And Library","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,46,"Arizona",31509,"Government employee","Full-time"
25,70,"Transportation And Material Moving","White","Associate's degree","Male",0,"Widowed",1,"No",1,1,60,"Arizona",213401,"Private employer","Full-time"
16.75,36,"Installation, Maintenance, And Repair","White","Some college, no degree","Female",1,"Divorced",0,"No",0,1,40,"Arizona",2000,"Private employer","Full-time"
14,32,"Building And Grounds Cleaning And Maintenance","Black","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,20,"Arizona",15000,"Private employer","Part-time"
10,64,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Arizona",60000,"Private employer","Full-time"
38,36,"Construction","White","High school diploma or equivalent","Male",1,"Married",0,"No",0,1,40,"Arizona",85000,"Private employer","Full-time"
12,32,"Financial Specialists","White","Graduate degree","Male",0,"Single",0,"No",0,1,40,"Arizona",320900,"Private employer","Full-time"
21,27,"Protective Service","White","Bachelor's degree","Female",0,"Single",0,"No",1,1,40,"Arizona",40001,"Government employee","Full-time"
1.17,63,"Office And Administrative Support","Two or More Races","Bachelor's degree","Male",1,"Married",0,"No",0,0,40,"Arizona",8800,"Private employer","Full-time"
15,38,"Office And Administrative Support","White","Some college, no degree","Male",0,"Single",0,"No",1,1,40,"Arizona",38200,"Private employer","Part-time"
30,24,NA,"White","Bachelor's degree","Male",0,"Single",0,"Yes",NA,1,20,"Arizona",0,"Private employer","Part-time"
17,23,NA,"White","Bachelor's degree","Female",0,"Single",0,"No",NA,1,45,"Arizona",0,"Private employer","Full-time"
10.8,76,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,NA,"Arizona",60942,"Private employer","Part-time"
25.82,56,"Transportation And Material Moving","White","Some college, no degree","Female",0,"Single",0,"Yes",0,1,40,"Arizona",60000,"Private employer","Full-time"
15.95,33,"Healthcare Practitioners And Technical","White","Associate's degree","Male",0,"Divorced",0,"No",1,1,42,"Arizona",38050,"Private employer","Full-time"
40,49,"Education, Training, And Library","White","Graduate degree","Male",0,"Single",0,"No",0,0,35,"Arizona",60000,"Private employer","Full-time"
19.75,36,"Management, Business, Science, And Arts","White","Bachelor's degree","Male",0,"Married",0,"No",0,1,40,"Arizona",23000,"Private employer","Full-time"
15.75,52,"Office And Administrative Support","White","Associate's degree","Female",0,"Separated",0,"No",1,1,24,"Arizona",55585,"Government employee","Part-time"
12.8,19,"Sales And Related","White","Some college, no degree","Female",0,"Single",0,"No",0,1,20,"Arizona",15000,"Private employer","Part-time"
21,42,"Sales And Related","White","Associate's degree","Female",0,"Divorced",0,"No",0,1,40,"Arizona",67000,"Private employer","Full-time"
19.72,29,"Management, Business, Science, And Arts","White","Some college, no degree","Female",0,"Single",0,"No",0,1,40,"Arizona",61151,"Private employer","Full-time"
33.51,60,"Technicians","White","High school diploma or equivalent","Female",0,"Widowed",0,"No",1,1,40,"Arizona",120501,"Private employer","Full-time"
15,20,"Healthcare Support","White","Some college, no degree","Female",0,"Single",0,"No",0,1,40,"Arizona",18000,"Private employer","Full-time"
15,35,"Transportation And Material Moving","White","Associate's degree","Male",0,"Married",0,"No",0,1,40,"Arizona",28000,"Government employee","Full-time"
16.5,33,"Personal Care And Service","White","High school diploma or equivalent","Female",0,"Married",0,"No",1,1,40,"Arizona",11375,"Private employer","Full-time"
20,53,"Transportation And Material Moving","White","High school diploma or equivalent","Male",1,"Married",0,"No",1,1,40,"Arizona",47001,"Private employer","Full-time"
18,35,"Sales And Related","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,40,"Arizona",35512,"Private employer","Full-time"
40.06,29,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",1,"Single",0,"Yes",1,1,NA,"Arizona",84000,"Private employer","Full-time"
26,31,"Office And Administrative Support","White","Bachelor's degree","Female",0,"Married",0,"No",0,1,35,"Arizona",49410,"Private employer","Full-time"
35,34,"Management, Business, Science, And Arts","White","Associate's degree","Male",0,"Married",0,"No",1,1,45,"Arizona",81900,"Private employer","Full-time"
25,29,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Arizona",51202,"Private employer","Part-time"
19,28,"Sales And Related","White","Bachelor's degree","Female",0,"Single",0,"No",0,1,40,"Arizona",99001,"Private employer","Full-time"
20,46,"Office And Administrative Support","White","High school diploma or equivalent","Female",0,"Married",0,"No",0,1,35,"Arizona",30002,"Private employer","Full-time"
22,66,"Transportation And Material Moving","Native American","Some college, no degree","Female",0,"Divorced",0,"No",0,1,46,"Arizona",51800,"Private employer","Full-time"
28,66,"Sales And Related","White","High school diploma or equivalent","Male",1,"Widowed",0,"No",0,1,40,"Arizona",58365,"Private employer","Full-time"
31,53,"Transportation And Material Moving","White","High school diploma or equivalent","Male",0,"Married",0,"No",1,1,50,"Arizona",79002,"Private employer","Full-time"
12.5,34,"Building And Grounds Cleaning And Maintenance","White","Some college, no degree","Male",0,"Married",0,"No",0,1,40,"Arizona",35000,"Private employer","Full-time"
10,40,"Food Preparation And Serving","White","Bachelor's degree","Male",0,"Single",0,"No",0,1,50,"Arizona",18005,"Private employer","Full-time"
63.46,54,"Protective Service","White","Associate's degree","Male",0,"Divorced",1,"Yes",1,1,50,"Arizona",143001,"Government employee","Full-time"
21,54,"Business Operations Specialists","White","Graduate degree","Female",0,"Separated",0,"No",1,1,25,"Arizona",25207,"Government employee","Part-time"
14,31,NA,"White","High school or less","Male",1,"Married",0,"No",NA,0,50,"Arizona",0,"Private employer","Full-time"
13,41,"Construction","White","High school or less","Female",1,"Divorced",0,"No",0,1,40,"Arizona",20000,"Private employer","Part-time"
18,36,"Installation, Maintenance, And Repair","White","High school diploma or equivalent","Male",0,"Married",0,"No",0,1,40,"Arizona",21000,"Private employer","Full-time"
11,23,"Education, Training, And Library","Native American","High school diploma or equivalent","Female",0,"Single",0,"No",0,1,40,"Arizona",20000,"Government employee","Full-time"
16,29,"Office And Administrative Support","White","Associate's degree","Female",1,"Married",0,"No",0,1,40,"Arizona",19999,"Private employer","Full-time"
15,37,"Healthcare Support","White","Associate's degree","Male",0,"Married",1,"No",1,1,40,"Arizona",35000,"Private employer","Full-time"
12,45,"Healthcare Support","White","High school diploma or equivalent","Female",1,"Divorced",0,"No",0,1,50,"Arizona",23000,"Private employer","Full-time"
12,19,"Transportation And Material Moving","White","High school diploma or equivalent","Male",1,"Single",0,"No",0,1,25,"Arizona",5000,"Private employer","Part-time"
15,40,"Production","White","High school diploma or equivalent","Male",0,"Single",0,"No",0,1,40,"Arizona",40000,"Private employer","Full-time"
